key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.0017,space,2.1416,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,2.164,space,7.8706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,10.0491,space,20.0228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,30.1106,space,0.9769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,172.7831,rshift,89.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",262.0297,0,4.1841,266.2438,up,1,"[2,1,3]",stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,,,267.5427,1,2.1172,269.6926,up,1,"[2,1,3]",stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,,,270.9922,2,0.8343,271.86,up,1,"[2,1,3]",stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,,,273.1585,3,1.9176,275.1094,up,1,"[2,1,3]",stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,,,276.4062,4,1.6,278.0252,up,1.5,"[2,1,3]",stimuli/card_100_transparent.png,500,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,,,279.8246,5,1.084,280.9419,up,0.5,"[2,1,3]",stimuli/card_0_transparent.png,500,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,,,281.7413,6,1.9503,283.7246,up,1.5,"[2,1,3]",stimuli/card_10_transparent.png,510,10,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5fefefa4c9707d3516361c9c,C,2024-10-23_10h35.15.736,Slot Machine Game,2023.1.3,Win32,59.88023952,5fefefa4c9707d3516361c9c,67167c13dd87566d3602e731,671925949d756462813dbbe2,,,,,,,,,,,,,,,,,,,285.5242,7,1.684,287.2414,up,0.5,"[2,1,3]",stimuli/card_100_transparent.png,610,100,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
