key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.0008,space,2.6224,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,2.6563,space,2.2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,,,,,4.9159,space,4.3038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,,,,,,,,,9.3161,space,2.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,,,,,,,,,,,,,212.9095,space,7.3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",220.313,0,2.7207,223.0549,left,1,"[2,1,3]",stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,,,,,,,,,,,,,,,,,,,224.3458,1,1.2373,225.5967,up,1.5,"[2,1,3]",stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,,,,,,,,,,,,,,,,,,,227.3981,2,1.2049,228.6162,up,1.5,"[2,1,3]",stimuli/card_10_transparent.png,120,10,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5f179bd584e8e802ef9c187d,C,2024-10-25_12h00.42.385,Slot Machine Game,2023.1.3,Win32,59.88023952,5f179bd584e8e802ef9c187d,67167c13dd87566d3602e731,671bdc7e471133fdcbc62329,,,,,,,,,,,,,,,,,,,230.4168,3,1.0595,231.5024,right,1,"[2,1,3]",stimuli/card_0_transparent.png,120,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
