key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_id,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,prac_presentationInterval,"practice_reward_seq: 2,1,3",practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_resp_rt,practice_resp_duration,practice_resp_keys,reward_img,cumulative_reward,trial_reward,"practice_reward_seq: 2,3,1",block_break_started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_duration,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
0.0003,return,109.652,0.0006,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,109.6723,return,73.278,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,,,,,182.9919,return,18.9101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,,,,,,,,,201.9668,return,4.6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,,,,,,,,,,,,,348.427,space,2.3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,,,,,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",350.7822,0,1,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,,,,,,,,,,,,,,,,,,,356.2952,1,1,,1,0,1,0,1,3.9082,,left,stimuli/card_10_transparent.png,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,,,,,,,,,,,,,,,,,,,362.0379,2,0.5,,2,0,2,0,1,0.2491,,left,stimuli/card_10_transparent.png,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65dba0a093dc7a5420f61e5f,A,2024-07-04_20h55.19.547,Slot Machine Game,2023.1.3,Win32,29.94011976,,,,,,,,,,,,,,,,,,,363.6731,3,1.5,,3,0,3,0,1,0.1352,,left,stimuli/card_10_transparent.png,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
